"year","geography","drug_type","geography_type","span","count","population","age_adj_rate","lower_age_adj","upper_age_adj","crude_rate","lower_crude_rate","upper_crude_rate","rse","rse_25","last_updated"
"2016","Walla Walla","any_drug","county","1","9","60731","14","6.2","28.9","14.8","7.8","28.2","33.31483%","1","final"
"2016","Whatcom","any_drug","county","1","13","212536","6.9","3.6","12.1","6.1","3.6","10.5","27.72435%","1","final"
"2016","Whitman","any_drug","county","1","4","47937","9","1.9","31.2","8.3","3.2","21.5","49.93762%","1","final"
"2016","Yakima","any_drug","county","1","26","250907","11.5","7.5","17","10.4","7.1","15.2","19.60784%","0","final"
"2016","Adams","any_opioid","county","1","0","19514","0","","38.9","0","0","19.7","1 000.00000%","1","final"
"2016","Asotin","any_opioid","county","1","4","22149","22.1","5.5","61.8","18.1","7","46.4","49.93762%","1","final"
"2016","Benton","any_opioid","county","1","20","190505","10.6","6.3","16.8","10.5","6.8","16.2","22.35509%","0","final"
"2016","Chelan","any_opioid","county","1","5","75916","5.9","1.8","15.6","6.6","2.8","15.4","44.67671%","1","final"
"2016","Clallam","any_opioid","county","1","14","73408","24.3","12.9","42.3","19.1","11.4","32","26.71658%","1","final"
"2016","Clark","any_opioid","county","1","40","461019","8.4","5.9","11.6","8.7","6.4","11.8","15.80941%","0","final"
"2016","Columbia","any_opioid","county","1","0","4051","0","","169","0","0","94.7","1 000.00000%","1","final"
"2016","Cowlitz","any_opioid","county","1","13","104846","12.1","6.2","21.7","12.4","7.2","21.2","27.72435%","1","final"
"2016","Douglas","any_opioid","county","1","4","40719","8.8","2.3","25.4","9.8","3.8","25.3","49.93762%","1","final"
"2016","Ferry","any_opioid","county","1","0","7707","0","","89.3","0","0","49.8","1 000.00000%","1","final"
"2016","Franklin","any_opioid","county","1","4","88664","4.9","1.3","14.9","4.5","1.8","11.6","49.93762%","1","final"
"2016","Garfield","any_opioid","county","1","0","2200","0","","403.3","0","0","174.3","1 000.00000%","1","final"
"2016","Grant","any_opioid","county","1","4","94605","5.5","1.5","14.2","4.2","1.6","10.9","49.93762%","1","final"
"2016","Grays Harbor","any_opioid","county","1","10","72823","14.4","6.6","27.8","13.7","7.5","25.3","31.60698%","1","final"
"2016","Island","any_opioid","county","1","1","82909","1.5","0","10.2","1.2","0.2","6.8","99.50372%","1","final"
"2016","Jefferson","any_opioid","county","1","6","31087","22.2","6.3","60.7","19.3","8.8","42.1","40.79085%","1","final"
"2016","King","any_opioid","county","1","207","2105101","9","7.8","10.3","9.8","8.6","11.3","6.95031%","0","final"
"2016","Kitsap","any_opioid","county","1","26","262590","9.9","6.3","15.1","9.9","6.8","14.5","19.60784%","0","final"
"2016","Kittitas","any_opioid","county","1","2","43708","4.5","0.5","22.4","4.6","1.3","16.7","70.53456%","1","final"
"2016","Klickitat","any_opioid","county","1","0","21273","0","","28.7","0","0","18.1","1 000.00000%","1","final"
"2016","Lewis","any_opioid","county","1","7","76899","8.5","3.2","19.4","9.1","4.4","18.8","37.76948%","1","final"
"2016","Lincoln","any_opioid","county","1","2","10640","26.5","2.9","105.8","18.8","5.2","68.5","70.53456%","1","final"
"2016","Mason","any_opioid","county","1","8","62316","13.7","5.7","28.8","12.8","6.5","25.3","35.33326%","1","final"
"2016","Okanogan","any_opioid","county","1","3","41722","10.4","2.1","31","7.2","2.4","21.1","57.63904%","1","final"
"2016","Pacific","any_opioid","county","1","3","21190","11.7","1.6","48.8","14.2","4.8","41.6","57.63904%","1","final"
"2016","Pend Oreille","any_opioid","county","1","1","13289","3.2","0.1","51.6","7.5","1.3","42.6","99.50372%","1","final"
"2016","Pierce","any_opioid","county","1","94","844494","10.8","8.7","13.3","11.1","9.1","13.6","10.31366%","0","final"
"2016","San Juan","any_opioid","county","1","2","16320","5.3","0.6","74","12.3","3.4","44.7","70.53456%","1","final"
"2016","Skagit","any_opioid","county","1","11","122271","9.6","4.6","18","9","5","16.1","30.13744%","1","final"
"2016","Skamania","any_opioid","county","1","0","11500","0","","63.7","0","0","33.4","1 000.00000%","1","final"
"2016","Snohomish","any_opioid","county","1","90","772855","11.2","9","13.9","11.6","9.5","14.3","10.54034%","0","final"
"2016","Spokane","any_opioid","county","1","57","492527","11.7","8.8","15.4","11.6","8.9","15","13.24416%","0","final"
"2016","Stevens","any_opioid","county","1","6","44101","19.6","7","44.3","13.6","6.2","29.7","40.79085%","1","final"
"2016","Thurston","any_opioid","county","1","14","272685","5.1","2.7","8.8","5.1","3.1","8.6","26.71658%","1","final"
"2016","Wahkiakum","any_opioid","county","1","0","3999","0","","212.4","0","0","96","1 000.00000%","1","final"
"2016","Walla Walla","any_opioid","county","1","5","60731","9","2.8","22.9","8.2","3.5","19.3","44.67671%","1","final"
"2016","Whatcom","any_opioid","county","1","11","212536","5.7","2.8","10.5","5.2","2.9","9.3","30.13744%","1","final"
"2016","Whitman","any_opioid","county","1","2","47937","6","0.6","27.6","4.2","1.1","15.2","70.53456%","1","final"
"2016","Yakima","any_opioid","county","1","15","250907","6.4","3.6","10.8","6","3.6","9.9","25.81129%","1","final"
"2016","Adams","cocaine","county","1","0","19514","0","","38.9","0","0","19.7","1 000.00000%","1","final"
"2016","Asotin","cocaine","county","1","0","22149","0","","27","0","0","17.3","1 000.00000%","1","final"
"2016","Benton","cocaine","county","1","1","190505","0.5","0","3.5","0.5","0.1","3","99.50372%","1","final"
"2016","Chelan","cocaine","county","1","0","75916","0","","7.1","0","0","5.1","1 000.00000%","1","final"
"2016","Clallam","cocaine","county","1","0","73408","0","","8.5","0","0","5.2","1 000.00000%","1","final"
"2016","Clark","cocaine","county","1","2","461019","0.5","0.1","1.8","0.4","0.1","1.6","70.53456%","1","final"
"2016","Columbia","cocaine","county","1","0","4051","0","","169","0","0","94.7","1 000.00000%","1","final"
"2016","Cowlitz","cocaine","county","1","0","104846","0","","5","0","0","3.7","1 000.00000%","1","final"
"2016","Douglas","cocaine","county","1","0","40719","0","","12.4","0","0","9.4","1 000.00000%","1","final"
"2016","Ferry","cocaine","county","1","0","7707","0","","89.3","0","0","49.8","1 000.00000%","1","final"
"2016","Franklin","cocaine","county","1","0","88664","0","","8.1","0","0","4.3","1 000.00000%","1","final"
"2016","Garfield","cocaine","county","1","0","2200","0","","403.3","0","0","174.3","1 000.00000%","1","final"
"2016","Grant","cocaine","county","1","0","94605","0","","5.4","0","0","4.1","1 000.00000%","1","final"
"2016","Grays Harbor","cocaine","county","1","0","72823","0","","7.2","0","0","5.3","1 000.00000%","1","final"
"2016","Island","cocaine","county","1","0","82909","0","","7.9","0","0","4.6","1 000.00000%","1","final"
"2016","Jefferson","cocaine","county","1","0","31087","0","","28","0","0","12.4","1 000.00000%","1","final"
"2016","King","cocaine","county","1","50","2105101","2.1","1.6","2.9","2.4","1.8","3.1","14.14072%","0","final"
"2016","Kitsap","cocaine","county","1","0","262590","0","","2.1","0","0","1.5","1 000.00000%","1","final"
"2016","Kittitas","cocaine","county","1","0","43708","0","","16.1","0","0","8.8","1 000.00000%","1","final"
"2016","Klickitat","cocaine","county","1","1","21273","4.9","0.1","35.9","4.7","0.8","26.6","99.50372%","1","final"
"2016","Lewis","cocaine","county","1","0","76899","0","","7.1","0","0","5","1 000.00000%","1","final"
"2016","Lincoln","cocaine","county","1","0","10640","0","","61.5","0","0","36.1","1 000.00000%","1","final"
"2016","Mason","cocaine","county","1","0","62316","0","","8.9","0","0","6.2","1 000.00000%","1","final"
"2016","Okanogan","cocaine","county","1","0","41722","0","","13.7","0","0","9.2","1 000.00000%","1","final"
"2016","Pacific","cocaine","county","1","0","21190","0","","31.9","0","0","18.1","1 000.00000%","1","final"
"2016","Pend Oreille","cocaine","county","1","0","13289","0","","48.5","0","0","28.9","1 000.00000%","1","final"
"2016","Pierce","cocaine","county","1","9","844494","0.9","0.4","1.9","1.1","0.6","2","33.31483%","1","final"
"2016","San Juan","cocaine","county","1","0","16320","0","","69.8","0","0","23.5","1 000.00000%","1","final"
"2016","Skagit","cocaine","county","1","0","122271","0","","4.3","0","0","3.1","1 000.00000%","1","final"
"2016","Skamania","cocaine","county","1","0","11500","0","","63.7","0","0","33.4","1 000.00000%","1","final"
"2016","Snohomish","cocaine","county","1","9","772855","1","0.4","2","1.2","0.6","2.2","33.31483%","1","final"
"2016","Spokane","cocaine","county","1","2","492527","0.5","0.1","1.9","0.4","0.1","1.5","70.53456%","1","final"
"2016","Stevens","cocaine","county","1","0","44101","0","","14.4","0","0","8.7","1 000.00000%","1","final"
"2016","Thurston","cocaine","county","1","1","272685","0.4","0","2.4","0.4","0.1","2.1","99.50372%","1","final"
"2016","Wahkiakum","cocaine","county","1","0","3999","0","","212.4","0","0","96","1 000.00000%","1","final"
"2016","Walla Walla","cocaine","county","1","0","60731","0","","9.4","0","0","6.3","1 000.00000%","1","final"
"2016","Whatcom","cocaine","county","1","1","212536","0.4","0","3","0.5","0.1","2.7","99.50372%","1","final"
"2016","Whitman","cocaine","county","1","0","47937","0","","18.6","0","0","8","1 000.00000%","1","final"
"2016","Yakima","cocaine","county","1","6","250907","2.8","1","6.1","2.4","1.1","5.2","40.79085%","1","final"
"2016","Adams","heroin","county","1","0","19514","0","","38.9","0","0","19.7","1 000.00000%","1","final"
"2016","Asotin","heroin","county","1","0","22149","0","","27","0","0","17.3","1 000.00000%","1","final"
"2016","Benton","heroin","county","1","2","190505","1.3","0.2","4.8","1","0.3","3.8","70.53456%","1","final"
"2016","Chelan","heroin","county","1","0","75916","0","","7.1","0","0","5.1","1 000.00000%","1","final"
"2016","Clallam","heroin","county","1","6","73408","11.8","4.3","26.5","8.2","3.7","17.8","40.79085%","1","final"
"2016","Clark","heroin","county","1","8","461019","1.9","0.8","3.8","1.7","0.9","3.4","35.33326%","1","final"
"2016","Columbia","heroin","county","1","0","4051","0","","169","0","0","94.7","1 000.00000%","1","final"
"2016","Cowlitz","heroin","county","1","3","104846","3.4","0.7","10.4","2.9","1","8.4","57.63904%","1","final"
"2016","Douglas","heroin","county","1","1","40719","2.8","0.1","17.3","2.5","0.4","13.9","99.50372%","1","final"
"2016","Ferry","heroin","county","1","0","7707","0","","89.3","0","0","49.8","1 000.00000%","1","final"
"2016","Franklin","heroin","county","1","2","88664","2.4","0.3","11.6","2.3","0.6","8.2","70.53456%","1","final"
"2016","Garfield","heroin","county","1","0","2200","0","","403.3","0","0","174.3","1 000.00000%","1","final"
"2016","Grant","heroin","county","1","0","94605","0","","5.4","0","0","4.1","1 000.00000%","1","final"
"2016","Grays Harbor","heroin","county","1","3","72823","4.9","1","15.2","4.1","1.4","12.1","57.63904%","1","final"
"2016","Island","heroin","county","1","1","82909","1.5","0","10.2","1.2","0.2","6.8","99.50372%","1","final"
"2016","Jefferson","heroin","county","1","1","31087","5.9","0.1","37.8","3.2","0.6","18.2","99.50372%","1","final"
"2016","King","heroin","county","1","110","2105101","4.8","3.9","5.8","5.2","4.3","6.3","9.53419%","0","final"
"2016","Kitsap","heroin","county","1","12","262590","5","2.5","9.2","4.6","2.6","8","28.85549%","1","final"
"2016","Kittitas","heroin","county","1","0","43708","0","","16.1","0","0","8.8","1 000.00000%","1","final"
"2016","Klickitat","heroin","county","1","0","21273","0","","28.7","0","0","18.1","1 000.00000%","1","final"
"2016","Lewis","heroin","county","1","1","76899","1.6","0","9.8","1.3","0.2","7.4","99.50372%","1","final"
"2016","Lincoln","heroin","county","1","0","10640","0","","61.5","0","0","36.1","1 000.00000%","1","final"
"2016","Mason","heroin","county","1","3","62316","4.8","0.9","16.2","4.8","1.6","14.2","57.63904%","1","final"
"2016","Okanogan","heroin","county","1","1","41722","3.5","0.1","20.1","2.4","0.4","13.6","99.50372%","1","final"
"2016","Pacific","heroin","county","1","1","21190","7.2","0.2","44.4","4.7","0.8","26.7","99.50372%","1","final"
"2016","Pend Oreille","heroin","county","1","0","13289","0","","48.5","0","0","28.9","1 000.00000%","1","final"
"2016","Pierce","heroin","county","1","36","844494","4.3","3","6","4.3","3.1","5.9","16.66435%","0","final"
"2016","San Juan","heroin","county","1","0","16320","0","","69.8","0","0","23.5","1 000.00000%","1","final"
"2016","Skagit","heroin","county","1","4","122271","3.3","0.9","9.4","3.3","1.3","8.4","49.93762%","1","final"
"2016","Skamania","heroin","county","1","0","11500","0","","63.7","0","0","33.4","1 000.00000%","1","final"
"2016","Snohomish","heroin","county","1","44","772855","5.8","4.2","7.9","5.7","4.2","7.6","15.07385%","0","final"
"2016","Spokane","heroin","county","1","24","492527","5.3","3.4","8.1","4.9","3.3","7.3","20.40816%","0","final"
"2016","Stevens","heroin","county","1","2","44101","6","0.7","24.1","4.5","1.2","16.5","70.53456%","1","final"
"2016","Thurston","heroin","county","1","2","272685","0.9","0.1","3.4","0.7","0.2","2.7","70.53456%","1","final"
"2016","Wahkiakum","heroin","county","1","0","3999","0","","212.4","0","0","96","1 000.00000%","1","final"
"2016","Walla Walla","heroin","county","1","0","60731","0","","9.4","0","0","6.3","1 000.00000%","1","final"
"2016","Whatcom","heroin","county","1","7","212536","3.6","1.4","7.8","3.3","1.6","6.8","37.76948%","1","final"
"2016","Whitman","heroin","county","1","0","47937","0","","18.6","0","0","8","1 000.00000%","1","final"
"2016","Yakima","heroin","county","1","6","250907","2.8","1","6.1","2.4","1.1","5.2","40.79085%","1","final"
"2016","Adams","natural_semi_synth","county","1","0","19514","0","","38.9","0","0","19.7","1 000.00000%","1","final"
"2016","Asotin","natural_semi_synth","county","1","2","22149","9.8","0.8","43.4","9","2.5","32.9","70.53456%","1","final"
"2016","Benton","natural_semi_synth","county","1","14","190505","7.7","4.1","13.3","7.3","4.4","12.3","26.71658%","1","final"
"2016","Chelan","natural_semi_synth","county","1","2","75916","2.2","0.2","10.2","2.6","0.7","9.6","70.53456%","1","final"
"2016","Clallam","natural_semi_synth","county","1","5","73408","7.4","2.3","19.3","6.8","2.9","15.9","44.67671%","1","final"
"2016","Clark","natural_semi_synth","county","1","21","461019","4.4","2.7","6.8","4.6","3","7","21.81660%","0","final"
"2016","Columbia","natural_semi_synth","county","1","0","4051","0","","169","0","0","94.7","1 000.00000%","1","final"
"2016","Cowlitz","natural_semi_synth","county","1","7","104846","5.2","2","12.1","6.7","3.2","13.8","37.76948%","1","final"
"2016","Douglas","natural_semi_synth","county","1","1","40719","1.6","0","14.5","2.5","0.4","13.9","99.50372%","1","final"
"2016","Ferry","natural_semi_synth","county","1","0","7707","0","","89.3","0","0","49.8","1 000.00000%","1","final"
"2016","Franklin","natural_semi_synth","county","1","3","88664","3.8","0.8","13.5","3.4","1.2","9.9","57.63904%","1","final"
"2016","Garfield","natural_semi_synth","county","1","0","2200","0","","403.3","0","0","174.3","1 000.00000%","1","final"
"2016","Grant","natural_semi_synth","county","1","3","94605","4","0.8","12","3.2","1.1","9.3","57.63904%","1","final"
"2016","Grays Harbor","natural_semi_synth","county","1","6","72823","7.5","2.5","18.2","8.2","3.8","18","40.79085%","1","final"
"2016","Island","natural_semi_synth","county","1","0","82909","0","","7.9","0","0","4.6","1 000.00000%","1","final"
"2016","Jefferson","natural_semi_synth","county","1","3","31087","8.6","0.9","40.8","9.7","3.3","28.4","57.63904%","1","final"
"2016","King","natural_semi_synth","county","1","61","2105101","2.6","2","3.4","2.9","2.3","3.7","12.80264%","0","final"
"2016","Kitsap","natural_semi_synth","county","1","10","262590","3.7","1.7","7.3","3.8","2.1","7","31.60698%","1","final"
"2016","Kittitas","natural_semi_synth","county","1","1","43708","2.9","0.1","20.5","2.3","0.4","13","99.50372%","1","final"
"2016","Klickitat","natural_semi_synth","county","1","0","21273","0","","28.7","0","0","18.1","1 000.00000%","1","final"
"2016","Lewis","natural_semi_synth","county","1","3","76899","4.1","0.7","13.5","3.9","1.3","11.5","57.63904%","1","final"
"2016","Lincoln","natural_semi_synth","county","1","2","10640","26.5","2.9","105.8","18.8","5.2","68.5","70.53456%","1","final"
"2016","Mason","natural_semi_synth","county","1","0","62316","0","","8.9","0","0","6.2","1 000.00000%","1","final"
"2016","Okanogan","natural_semi_synth","county","1","2","41722","7","0.8","25.8","4.8","1.3","17.5","70.53456%","1","final"
"2016","Pacific","natural_semi_synth","county","1","2","21190","4.4","0.5","36.2","9.4","2.6","34.4","70.53456%","1","final"
"2016","Pend Oreille","natural_semi_synth","county","1","1","13289","3.2","0.1","51.6","7.5","1.3","42.6","99.50372%","1","final"
"2016","Pierce","natural_semi_synth","county","1","43","844494","4.8","3.5","6.6","5.1","3.8","6.9","15.24808%","0","final"
"2016","San Juan","natural_semi_synth","county","1","2","16320","5.3","0.6","74","12.3","3.4","44.7","70.53456%","1","final"
"2016","Skagit","natural_semi_synth","county","1","7","122271","5.8","2.2","12.9","5.7","2.8","11.8","37.76948%","1","final"
"2016","Skamania","natural_semi_synth","county","1","0","11500","0","","63.7","0","0","33.4","1 000.00000%","1","final"
"2016","Snohomish","natural_semi_synth","county","1","38","772855","4.5","3.2","6.3","4.9","3.6","6.7","16.22001%","0","final"
"2016","Spokane","natural_semi_synth","county","1","27","492527","5.2","3.4","7.8","5.5","3.8","8","19.24145%","0","final"
"2016","Stevens","natural_semi_synth","county","1","2","44101","5.8","0.7","23.8","4.5","1.2","16.5","70.53456%","1","final"
"2016","Thurston","natural_semi_synth","county","1","6","272685","2","0.7","4.8","2.2","1","4.8","40.79085%","1","final"
"2016","Wahkiakum","natural_semi_synth","county","1","0","3999","0","","212.4","0","0","96","1 000.00000%","1","final"
"2016","Walla Walla","natural_semi_synth","county","1","4","60731","7.7","2","21.2","6.6","2.6","16.9","49.93762%","1","final"
"2016","Whatcom","natural_semi_synth","county","1","3","212536","1.7","0.3","5.2","1.4","0.5","4.2","57.63904%","1","final"
"2016","Whitman","natural_semi_synth","county","1","1","47937","4","0.1","25.3","2.1","0.4","11.8","99.50372%","1","final"
"2016","Yakima","natural_semi_synth","county","1","7","250907","2.8","1.1","6","2.8","1.4","5.8","37.76948%","1","final"
"2016","Adams","methadone","county","1","0","19514","0","","38.9","0","0","19.7","1 000.00000%","1","final"
"2016","Asotin","methadone","county","1","2","22149","12.3","1.5","47.4","9","2.5","32.9","70.53456%","1","final"
"2016","Benton","methadone","county","1","5","190505","2.2","0.7","5.7","2.6","1.1","6.1","44.67671%","1","final"
"2016","Chelan","methadone","county","1","1","75916","1.6","0","9.7","1.3","0.2","7.5","99.50372%","1","final"
"2016","Clallam","methadone","county","1","3","73408","4.6","0.8","15.9","4.1","1.4","12","57.63904%","1","final"
"2016","Clark","methadone","county","1","7","461019","1.3","0.5","2.8","1.5","0.7","3.1","37.76948%","1","final"
"2016","Columbia","methadone","county","1","0","4051","0","","169","0","0","94.7","1 000.00000%","1","final"
"2016","Cowlitz","methadone","county","1","2","104846","2.1","0.3","8.4","1.9","0.5","7","70.53456%","1","final"
"2016","Douglas","methadone","county","1","3","40719","6","1.2","21.1","7.4","2.5","21.7","57.63904%","1","final"
"2016","Ferry","methadone","county","1","0","7707","0","","89.3","0","0","49.8","1 000.00000%","1","final"
"2016","Franklin","methadone","county","1","0","88664","0","","8.1","0","0","4.3","1 000.00000%","1","final"
"2016","Garfield","methadone","county","1","0","2200","0","","403.3","0","0","174.3","1 000.00000%","1","final"
"2016","Grant","methadone","county","1","0","94605","0","","5.4","0","0","4.1","1 000.00000%","1","final"
"2016","Grays Harbor","methadone","county","1","2","72823","2.7","0.2","11.7","2.7","0.8","10","70.53456%","1","final"
"2016","Island","methadone","county","1","0","82909","0","","7.9","0","0","4.6","1 000.00000%","1","final"
"2016","Jefferson","methadone","county","1","2","31087","2.9","0.4","30.6","6.4","1.8","23.5","70.53456%","1","final"
"2016","King","methadone","county","1","43","2105101","1.8","1.3","2.5","2","1.5","2.8","15.24808%","0","final"
"2016","Kitsap","methadone","county","1","3","262590","1","0.2","3.6","1.1","0.4","3.4","57.63904%","1","final"
"2016","Kittitas","methadone","county","1","1","43708","1.6","0","18","2.3","0.4","13","99.50372%","1","final"
"2016","Klickitat","methadone","county","1","0","21273","0","","28.7","0","0","18.1","1 000.00000%","1","final"
"2016","Lewis","methadone","county","1","2","76899","2.1","0.2","10.1","2.6","0.7","9.5","70.53456%","1","final"
"2016","Lincoln","methadone","county","1","0","10640","0","","61.5","0","0","36.1","1 000.00000%","1","final"
"2016","Mason","methadone","county","1","4","62316","7","1.7","19.6","6.4","2.5","16.5","49.93762%","1","final"
"2016","Okanogan","methadone","county","1","0","41722","0","","13.7","0","0","9.2","1 000.00000%","1","final"
"2016","Pacific","methadone","county","1","0","21190","0","","31.9","0","0","18.1","1 000.00000%","1","final"
"2016","Pend Oreille","methadone","county","1","0","13289","0","","48.5","0","0","28.9","1 000.00000%","1","final"
"2016","Pierce","methadone","county","1","13","844494","1.5","0.8","2.7","1.5","0.9","2.6","27.72435%","1","final"
"2016","San Juan","methadone","county","1","0","16320","0","","69.8","0","0","23.5","1 000.00000%","1","final"
"2016","Skagit","methadone","county","1","1","122271","1.2","0","6.5","0.8","0.1","4.6","99.50372%","1","final"
"2016","Skamania","methadone","county","1","0","11500","0","","63.7","0","0","33.4","1 000.00000%","1","final"
"2016","Snohomish","methadone","county","1","16","772855","1.8","1","3.1","2.1","1.3","3.4","24.99219%","1","final"
"2016","Spokane","methadone","county","1","4","492527","0.9","0.2","2.4","0.8","0.3","2.1","49.93762%","1","final"
"2016","Stevens","methadone","county","1","1","44101","3.9","0.1","21.8","2.3","0.4","12.8","99.50372%","1","final"
"2016","Thurston","methadone","county","1","1","272685","0.2","0","2","0.4","0.1","2.1","99.50372%","1","final"
"2016","Wahkiakum","methadone","county","1","0","3999","0","","212.4","0","0","96","1 000.00000%","1","final"
"2016","Walla Walla","methadone","county","1","1","60731","1.4","0","11.3","1.6","0.3","9.3","99.50372%","1","final"
"2016","Whatcom","methadone","county","1","0","212536","0","","2.5","0","0","1.8","1 000.00000%","1","final"
"2016","Whitman","methadone","county","1","0","47937","0","","18.6","0","0","8","1 000.00000%","1","final"
"2016","Yakima","methadone","county","1","3","250907","1.2","0.2","3.9","1.2","0.4","3.5","57.63904%","1","final"
"2016","Adams","synth_not_methadone","county","1","0","19514","0","","38.9","0","0","19.7","1 000.00000%","1","final"
"2016","Asotin","synth_not_methadone","county","1","0","22149","0","","27","0","0","17.3","1 000.00000%","1","final"
"2016","Benton","synth_not_methadone","county","1","4","190505","2","0.5","5.6","2.1","0.8","5.4","49.93762%","1","final"
"2016","Chelan","synth_not_methadone","county","1","2","75916","2.2","0.2","10.2","2.6","0.7","9.6","70.53456%","1","final"
"2016","Clallam","synth_not_methadone","county","1","2","73408","4.2","0.5","15.7","2.7","0.7","9.9","70.53456%","1","final"
"2016","Clark","synth_not_methadone","county","1","7","461019","1.6","0.6","3.3","1.5","0.7","3.1","37.76948%","1","final"
"2016","Columbia","synth_not_methadone","county","1","0","4051","0","","169","0","0","94.7","1 000.00000%","1","final"
"2016","Cowlitz","synth_not_methadone","county","1","3","104846","3.3","0.7","10.3","2.9","1","8.4","57.63904%","1","final"
"2016","Douglas","synth_not_methadone","county","1","0","40719","0","","12.4","0","0","9.4","1 000.00000%","1","final"
"2016","Ferry","synth_not_methadone","county","1","0","7707","0","","89.3","0","0","49.8","1 000.00000%","1","final"
"2016","Franklin","synth_not_methadone","county","1","0","88664","0","","8.1","0","0","4.3","1 000.00000%","1","final"
"2016","Garfield","synth_not_methadone","county","1","0","2200","0","","403.3","0","0","174.3","1 000.00000%","1","final"
"2016","Grant","synth_not_methadone","county","1","0","94605","0","","5.4","0","0","4.1","1 000.00000%","1","final"
"2016","Grays Harbor","synth_not_methadone","county","1","0","72823","0","","7.2","0","0","5.3","1 000.00000%","1","final"
"2016","Island","synth_not_methadone","county","1","0","82909","0","","7.9","0","0","4.6","1 000.00000%","1","final"
"2016","Jefferson","synth_not_methadone","county","1","1","31087","6.2","0.2","38.6","3.2","0.6","18.2","99.50372%","1","final"
"2016","King","synth_not_methadone","county","1","27","2105101","1.3","0.8","1.9","1.3","0.9","1.9","19.24145%","0","final"
"2016","Kitsap","synth_not_methadone","county","1","2","262590","0.6","0.1","3","0.8","0.2","2.8","70.53456%","1","final"
"2016","Kittitas","synth_not_methadone","county","1","0","43708","0","","16.1","0","0","8.8","1 000.00000%","1","final"
"2016","Klickitat","synth_not_methadone","county","1","0","21273","0","","28.7","0","0","18.1","1 000.00000%","1","final"
"2016","Lewis","synth_not_methadone","county","1","1","76899","0.8","0","8","1.3","0.2","7.4","99.50372%","1","final"
"2016","Lincoln","synth_not_methadone","county","1","0","10640","0","","61.5","0","0","36.1","1 000.00000%","1","final"
"2016","Mason","synth_not_methadone","county","1","1","62316","1.9","0","12.2","1.6","0.3","9.1","99.50372%","1","final"
"2016","Okanogan","synth_not_methadone","county","1","0","41722","0","","13.7","0","0","9.2","1 000.00000%","1","final"
"2016","Pacific","synth_not_methadone","county","1","0","21190","0","","31.9","0","0","18.1","1 000.00000%","1","final"
"2016","Pend Oreille","synth_not_methadone","county","1","0","13289","0","","48.5","0","0","28.9","1 000.00000%","1","final"
"2016","Pierce","synth_not_methadone","county","1","12","844494","1.4","0.7","2.4","1.4","0.8","2.5","28.85549%","1","final"
"2016","San Juan","synth_not_methadone","county","1","0","16320","0","","69.8","0","0","23.5","1 000.00000%","1","final"
"2016","Skagit","synth_not_methadone","county","1","0","122271","0","","4.3","0","0","3.1","1 000.00000%","1","final"
"2016","Skamania","synth_not_methadone","county","1","0","11500","0","","63.7","0","0","33.4","1 000.00000%","1","final"
"2016","Snohomish","synth_not_methadone","county","1","13","772855","1.6","0.8","2.8","1.7","1","2.9","27.72435%","1","final"
"2016","Spokane","synth_not_methadone","county","1","8","492527","1.6","0.6","3.3","1.6","0.8","3.2","35.33326%","1","final"
"2016","Stevens","synth_not_methadone","county","1","1","44101","3.9","0.1","21.8","2.3","0.4","12.8","99.50372%","1","final"
"2016","Thurston","synth_not_methadone","county","1","2","272685","0.6","0.1","2.6","0.7","0.2","2.7","70.53456%","1","final"
"2016","Wahkiakum","synth_not_methadone","county","1","0","3999","0","","212.4","0","0","96","1 000.00000%","1","final"
"2016","Walla Walla","synth_not_methadone","county","1","0","60731","0","","9.4","0","0","6.3","1 000.00000%","1","final"
"2016","Whatcom","synth_not_methadone","county","1","1","212536","0.4","0","3","0.5","0.1","2.7","99.50372%","1","final"
"2016","Whitman","synth_not_methadone","county","1","1","47937","4","0.1","25.3","2.1","0.4","11.8","99.50372%","1","final"
"2016","Yakima","synth_not_methadone","county","1","3","250907","1.4","0.3","4.2","1.2","0.4","3.5","57.63904%","1","final"
"2016","Adams","prescription_opioid","county","1","0","19514","0","","38.9","0","0","19.7","1 000.00000%","1","final"
"2016","Asotin","prescription_opioid","county","1","4","22149","22.1","5.5","61.8","18.1","7","46.4","49.93762%","1","final"
"2016","Benton","prescription_opioid","county","1","19","190505","9.9","5.8","15.9","10","6.4","15.6","22.93554%","0","final"
"2016","Chelan","prescription_opioid","county","1","4","75916","5.1","1.3","14.7","5.3","2","13.5","49.93762%","1","final"
"2016","Clallam","prescription_opioid","county","1","9","73408","14.3","6.2","29.1","12.3","6.5","23.3","33.31483%","1","final"
"2016","Clark","prescription_opioid","county","1","30","461019","6","4","8.8","6.5","4.6","9.3","18.25438%","0","final"
"2016","Columbia","prescription_opioid","county","1","0","4051","0","","169","0","0","94.7","1 000.00000%","1","final"
"2016","Cowlitz","prescription_opioid","county","1","10","104846","8.7","4","17.2","9.5","5.2","17.6","31.60698%","1","final"
"2016","Douglas","prescription_opioid","county","1","3","40719","6","1.2","21.1","7.4","2.5","21.7","57.63904%","1","final"
"2016","Ferry","prescription_opioid","county","1","0","7707","0","","89.3","0","0","49.8","1 000.00000%","1","final"
"2016","Franklin","prescription_opioid","county","1","3","88664","3.8","0.8","13.5","3.4","1.2","9.9","57.63904%","1","final"
